Category,Message,Message_Length
1,message brought gmw ltd connected,33
0,friends want drive em someplace probably take,45
0,also thk fast xy suggest one u dun wan ok going rain leh got gd,63
0,still getting goods,19
0,maybe pressies,14
0,yeah ill leave maybe ish,24
0,kkim also finewhen complete course,34
0,sea lays rock rock envelope envelope paper paper words,54
0,told dr appt next week thinks im gon na die told check nothing worried didnt listen,83
0,room need,9
0,dont want hear anything,23
0,hey leave friday wait ask superior tell,39
0,ultimately tor motive tui achieve korli,39
0,work timing,11
0,û_ donût worry weûll finished march û_ ish,42
0,house water dock boat rolled newscaster dabbles jazz flute behind wheel,71
1,congrats mobile g videophones r call videochat wid ur mates play java games dload polyph music noline rentl bx ip p,115
1,next amazing xxx picsfree video sent enjoy one vid enough day text back keyword picsfree get next video,103
0,thats going ruin thesis,23
0,sch neva mind u eat st lor,26
0,hey whats u sleeping morning,28
0,erm thought contract ran theth october,38
0,dunno lets go learn pilates,27
1,u subscribed best mobile content service uk å per ten days send stop helpline,77
0,yup im elaborating safety aspects issues,40
1,free tarot texts find love life try free text chance free msgs å,64
0,goodmorning today late hr,25
0,hi happy birthday hi hi hi hi hi hi hi,38
0,outside office take,19
0,dont respond imma assume youre still asleep imma start calling n shit,69
0,aight see bit,13
0,superior telling friday leave department except oursso leave youany way call waheed fathima hr conform,102
1,join uks horniest dogging service u sex nite sign follow instructions txt entry nytecalpmsgp,92
0,lol take member said aunt flow didnt visit months cause developed ovarian cysts bc way shrink,93
0,still work going onit small house,33
0,friend got says hes upping order grams hes got ltgt get,55
0,tmr timin still da wat cos got lesson,37
0,thatûs thing apes u fight death keep something minute u let go thats,68
1,sunshine quiz wkly q win top sony dvd player u know country liverpool played mid week txt ansr å sptyrone,105
0,im gon na able late notice ill home weeks anyway plans,54
0,got fujitsu ibm hp toshiba got lot model say,44
0,okie thanx,10
0,gosh pain spose better come,27
0,usualiam fine happy amp well,28
0,okie,4
0,gon na get rimac access,23
0,im arestaurant eating squid wan na dosomething late,51
0,call times job today ok umma ask speed,38
0,hello ucall wen u finish wrki fancy meetin wiv u tonite need break dabooks hrs last nite today wrk,98
0,r u sam p eachother meet go house,33
0,yeah lol luckily didnt starring role like,41
0,hello madam,11
0,awesome text youre restocked,28
0,usualiam fine happy amp well,28
1,knock knock txt whose enter r weekly draw å gift voucher store yr choice tcs wwwtklscom age stoptxtstopåweek,108
0,yes innocent fun,16
0,thanks sending mental ability question,38
0,sir hope day going smoothly really hoped wont bother bills cant settle month extra cash know challenging time also let know,123
0,marrow wed ltgt aha,19
0,went ur hon lab one,19
0,cant pick phone right pls send message,38
0,hey pple nightsexcellent location wif breakfast hamper,54
1,forwarded hi mailbox messaging sms alert matches please call back retrieve messages matches ccpmin,98
0,come,4
0,lol nah wasnt bad thanks good b home quite reality check hows ur day u anything website,87
0,ok lor,6
0,im coming home dinner,21
0,daal r ltgt,11
1,free ring tone text polys every week get new tone yrs åwk,57
0,unni thank dear rechargerakhesh,31
0,know im lacking particular dramastorms details part im worried,62
0,haha cant tmr forfeit haha,26
0,hey glad u r better hear u treated urself digi cam good r pm fab new year c u coupla wks,88
0,way im going back,17
1,urgent mobile xxx å bonus caller prize nd attempt reach call asap boxnqp ppm,76
0,cal sir meeting,15
0,thats love hear v see sundayish,31
0,sorry da thangam sorry held prasad,34
0,tiwary rcbbattle bang kochi,27
0,thank god bed,13
0,dont cancer moms making big deal regular checkup aka pap smear,62
0,gobi arts college,17
0,wants talk,10
0,pandy joined w technologies todayhe got job,43
1,guaranteed latest nokia phone gb ipod mp player å prize txt word collect ibhltd ldnwh pmtmsgrcvd,96
0,try get lost fact tee hee,25
0,hi spoke maneesha v wed like know satisfied experience reply toll free yes,74
0,friends use call,16
0,sorry ill call later,20
0,em olowoyey uscedu great time argentina sad secretary everything blessing,73
0,taxt massagetiepos argh ok lool,31
0,hi please get ltgt dollar loan ill pay back mid february pls,60
0,might want pull case plan spending dont much confidence derek taylors money management,86
0,like shaking booty dance floor,30
0,text get dont call phones problems,34
0,need drug anymore,17
0,sorry dai thought calling lot timeslil busyi call noon,54
0,sarcasm nt scarcasim,20
0,great run ttyl,14
0,feel like trying kadeem v,25
0,dai ltgt naal eruku,19
0,yet chikkuwat abt u,19
0,ok,2
0,want finally lunch today,24
0,know dad back,13
1,hello darling today would love chat dont tell look like sexy,60
1,free st week nokia tone ur mob every week txt nokia get txting tell ur mates wwwgetzedcouk pobox w wq norm ptone,112
0,remains bro amongst bros,24
0,r u meeting da ge nite tmr,26
0,nice day impressively sensible went home early feel fine boring whens cant remember,83
0,de looking good,15
1,wan na get laid nite want real dogging locations sent direct ur mobile join uks largest dogging network txt park nyt eca lp åmsg,128
1,tried contact response offer new nokia fone camcorder hit reply call delivery,77
0,yes replied mail im going management office later plus bank later alsoor wednesday,82
0,thats cool ill come like ltgt ish,33
0,super msg danalla timing,24
0,good afternoon boytoy feeling today better hope good boy obedient slave please queen,84
0,ft good combination,19
0,im sick im needy want pouts stomps feet pouts stomps feet want slave want,73
0,train back northampton im afraid,32
0,abj serving staying dad alone,29
0,playng doors game gt racing phone lol,37
1,new tones week include mcflyall ab sara jorgeshock smithswitch order follow instructions next message,101
0,solve case man found murdered ltdecimalgt ltgt afternoon wife called police police questioned everyone wife siri sleeping murder took place cook cooking gardener picking vegetables housemaid went post office children went play neighbour went marriage police arrested murderer immediately whos reply reason u r brilliant,319
0,im da bus going home,20
0,got call landline number asked come anna nagar go afternoon,59
0,im okay chasing dream whats good next,37
0,yupz ive oredi booked slots weekends liao,41
1,urgent trying contact u todays draw shows å prize guaranteed call land line claim c valid hrs,93
0,r many modelsony ericson also der ltgt luks good bt forgot modl,63
0,okie,4
0,yes know cheesy songs frosty snowman,36
0,ya ok vikky vl c witin ltgt mins il reply u,43
1,sports fans get latest sports news str ur mobile wk free plus free tone txt sport wwwgetzedcouk norm txtp,105
0,hey tmr meet bugis,18
1,urgent urgent free flights europe give away call b th sept take friend free call claim bannfwflyppm,99
0,nice new shirts thing wear nudist themed _ mu,45
0,hey sexy buns day word morning ym think,39
0,whenever see still hook,23
0,nope im going home go pump petrol lor like going rain soon,58
0,use foreign stamps whatever send,32
1,lost å help,11
0,oh baby house come dont new pictures facebook,45
0,feb ltgt love u day send dis ur valued frnds evn comes back ull gt married person u luv u ignore dis u lose ur luv evr,118
0,hiya sorry didnt hav signal havent seen heard neither unusual ill put case get sort hugs snogs,94
0,omw back tampa west palm hear happened,38
0,yup already thanx printing n handing,36
1,freemsg fancy flirt reply date join uks fastest growing mobile dating service msgs rcvd p optout txt stop reply date,116
0,mean come chase stated watch many movies want,45
0,took tablets reaction morning,29
1,great new offer double mins double txt best orange tariffs get latest camera phones free call mobileupd free stoptxt tcs,120
0,nah im perpetual dd,19
0,sorry de went shop,18
1,hope enjoyed new content text stop unsubscribe helpp provided tonesyoucouk,74
0,wen ur lovable bcums angry wid u dnt take seriously coz angry childish n true way showing deep affection care n luv kettoda manda nice day da,141
0,hey still want go yogasana coz end cine go bathe hav steam bath,63
0,nope im drivin neva develop da photos lei,41
0,thinking going reg pract lessons flung advance haha wat time u going,68
0,cool ltgt inches long hope like big,35
0,housemaid murderer coz man murdered ltgt th january public holiday govtinstituitions closedincluding post officeunderstand,122
0,okie thanx,10
1,days euro kickoff u kept informed latest news results daily unsubscribe send get euro stop,90
0,go n buy juz buy get lar,24
0,ok lor,6
0,im working technical support voice process,42
0,justbeen overa week since broke already brains going mush,57
0,tunde wishing great day abiola,30
0,nope c ì_,9
0,well medical missions nigeria,29
0,movies laptop,13
0,whatsup dont u want sleep,25
1,urgent please call landline å cash luxury canary islands holiday await collection tcs sae award maq ppm ûï,106
1,urgent please call landline complimentary lux costa del sol holiday å cash await collection ppm sae tcs james ehrr,114
0,havent lei next mon,19
0,mm feeling sleepy today shall get dear,38
0,dare stupid wont tell anything hear wont talk,45
0,ì_ noe ben going,16
0,mag meeting avo point,21
0,meant middle left right,23
0,really crashed cuddled sofa,27
0,hi chachi tried calling u unable reach u pl give missed cal u c tiz msg kanagu,78
0,sent prices mean ltgt g,23
0,much buzy,9
0,nothing,7
1,dont know u u dont know send chat lets find pmsg rcvd hgsuitelandsrowwjhl ldn years,83
0,working ringing u thing whole houseful screaming brats pulling hair loving u,76
0,family responding anything room went home diwali one called coming makes feel like died,87
0,tick tick tick babe,19
0,r ì_ going todays meeting,25
0,k dahow many page want,22
0,ya nowonion roast,17
0,send number give reply tomorrow morning said like ok,52
0,said problem let know,21
0,ok tell half hr b u come need prepare,37
0,play w computer aiyah tok u lor,31
0,sat right okay thanks,21
0,derp worse dude always wants party dude files complaint three drug abusers lives,80
0,ok chinese food way get fat youre paying lipo,45
0,r outside already,17
0,good trip watch remember get back must decide easter,52
0,yo watching movie netflix,25
0,time iûm prob,13
0,meh thgt clash really ah dun mind dun seen lost weight gee,58
0,dont thnk wrong calling us,26
0,sure night menu know noon menu,30
0,arr birthday today wish get oscar,33
0,say slowly godi love amp need youclean heart bloodsend ten special people amp u c miracle tomorrow itplspls,107
0,open rebtel firefox loads put plus sign user name place show two numbers lower number number pick number pin display okay,121
0,picking various points,22
1,married local women looking discreet action real matches instantly phone text match msg cost p stop txt stop bcmsfwcnxx,119
0,wow v v impressed funs shopping,31
0,way ur home,11
1,burger king wan na play footy top stadium get burger king st sept go large super cocacola walk winner,101
0,problem talk later,18
0,ur sis,6
0,still customer place,20
1,come takes little time child afraid dark become teenager wants stay night,73
0,dude u knw also teluguthts gudk gud nyt,39
0,confirm eating esplanade,24
0,send id password,16
0,kind took garage centre part exhaust needs replacing part ordered n taking fixed tomo morning,93
1,ur chance win å cash every wk txt action tscs wwwmovietriviatv custcare xpwk,76
0,well might come,15
0,long quit get like minutes day,30
0,likely called mittelschmertz google dont paracetamol dont worry go,66
0,well right im gon na get check todays steam salespee text want come get,71
0,arrived see couple days lt,26
0,k wat tht incident,18
0,yeah get unlimited,18
0,cthen thk shd b enuff still got conclusion n contents pg n references ill b da contents pg n cover pg,101
0,forgot takes years shower sorry atyour phone dead yet,53
0,ìï got wat buy tell us ì_ need come,35
0,big god bring success,21
1,uûªve bin awarded å play instant cash call claim every th player wins min åå optout,83
0,û_ r stayin extra week back next wed rugby weekend hi c u soon ham,66
0,campus library,14
0,affidavit says ltgt e twiggs st division g courtroom ltgt lttimegt ill double check text tomorrow,97
0,creep _,7
0,tell friends plan valentines day lturlgt,40
0,get ten billion calls texts help god,36
0,purity friendship two smiling reading forwarded messageits smiling seeing name gud evng musthu,94
0,ive told ive returned order,27
0,housemaid murderer coz man murdered ltgt th january public holiday govtinstituitions closedincluding post office,112
0,depends u going lor,19
0,smile right go world wonder smiling think crazy keep away grins,63
1,freemsgfav xmas tonesreply real,31
0,lil fever fine,14
0,think still car,15
1,december mobile mths entitled update latest colour camera mobile free call mobile update co free,96
0,yes princess want catch big strong hands,40
0,oh yeah forgot u take shopping,30
0,mm asked call radio,19
0,thinkin someone good drugs,26
0,say slowly godi love amp need youclean heart bloodsend ten special people amp u c miracle tomorrow itplspls,107
0,enjoy showers possessiveness poured u ur loved ones bcoz world lies golden gift loved truly,91
0,alright youre sure let know youre leaving,41
0,lasting much hours might get lucky,34
0,genius whats brother pls send number skype,42
1,gr poly tones mobs direct u rply poly title eg poly breathe titles crazyin sleepingwith finest ymca getzedcouk poboxowwq p,122
0,thk em find wtc far weiyi goin e rest dunno yet r ur goin dinner den might b able join,86
0,dont forget owns whos private property good boy always passionate kiss,70
1,interflora åòits late order interflora flowers christmas call place order midnight tomorrow,91
0,oh godtaken teethis paining,27
1,romcapspam everyone around responding well presence since warm outgoing bringing real breath sunshine,101
0,u ask darren go n pick u lor oso sian tmr haf meet lect,55
0,need buy lunch eat maggi mee,28
1,congratulations thanks good friend u å xmas prize claim easy call p per minute btnationalrate,93
0,ok lor,6
0,oh right ok ill make sure loads work day got really nasty cough today dry n shot really help,92
0,wifehow knew time murder exactly,32
1,send logo ur lover names joined heart txt love name name mobno eg love adam eve yahoo poboxwwq txtno ads p,106
0,howz persons story,18
0,thanx sending home,18
0,normally hot mail com see,25
1,youve tkts euro cup final å cash collect call b pobox ppm,57
0,u sick still go shopping,24
0,ya well fine bbdpooja full pimpleseven become quite blackand ur rite cold wearing sweatter,90
0,nicenicehow working,19
0,reach home call,15
0,trying find chinese food place around,37
0,easy mate guess quick drink bit ambitious,41
0,babe miiiiiiissssssssss need crave geeee im sad without babe love,65
0,ok thanx,8
0,aathiwhere dear,15
0,tunji hows queen wishing great day abiola,41
0,today iz yellow rose day u love frndship give misscall amp send ur frndz amp see many miss calls u get u get missed u marry ur lover,132
0,class hours sorry,17
0,wat time u finish ur lect today,31
1,freemessage jamsterget crazy frog sound poly text mad real text mad crazy sounds gbpweek tcs apply,98
0,sad story man last week bday wife didnt wish parents forgot n kids went work even colleagues wish entered cabin pa said happy bday boss felt special askd lunch lunch invited apartment went said u mind go bedroom minute ok sed sexy mood came minuts latr wid caken wife parents kidz friends n colleagues screaming surprise waiting sofa naked,339
1,chance reality fantasy show call p per min ntt ltd po box croydon cr wb national rate call,90
0,shes fine good hear dear happy new year oh,42
0,going wipro interview today,27
0,tall princess,13
0,doubt could handle times per night case,39
0,haha hope ì_ hear receipt sound gd luck,39
0,gon na death im gon na leave note says robs fault avenge,56
0,japanese proverb one u none itu must indian version one let none itleave finally kerala version one stop none make strike,121
0,today im workin free oso gee thgt u workin ur frens shop,56
0,life face choices toss coin becoz settle question coin air u know heart hoping gudni,84
0,know god created gap fingers one made comes amp fills gaps holding hand love,76
0,want kiss feel next,19
0,happy saying,12
1,adult content video shortly,27
0,ok would b lovely u r sure think wot u want drinkin dancin eatin cinema u wot,77
0,im saying havent explicitly told nora know someone im probably gon na bother,76
0,says hi get ass back south tampa preferably kegger,50
0,smith waste dai wan na gayle,28
0,mum ive sent many many messages since got want know actually getting enjoy rest day,83
0,aight tomorrow around ltgt,26
0,housemaid murderer coz man murdered ltgt th january public holiday govtinstituitions closedincluding post officeunderstand,122
1,chance reality fantasy show call p per min ntt ltd po box croydon cr wb national rate call,90
0,actually first time went bed long spoke woke night,50
0,see,3
0,dont understand message,23
0,crucify c told earlier,22
0,idk keep saying youre since moved keep butting heads freedom vs responsibility im tired much shit deal im barely keeping together gets added,140
0,fuck cedar key fuck come anyway tho,35
0,twenty past five said train durham already coz reserved seat,60
1,hey boys want hot xxx pics sent direct ur phone txt porn hrs free p per day stop text stopbcm sf wcnxx,102
0,u still painting ur wall,24
1,last chance claim ur å worth discount vouchers today text shop savamob offers mobile cs savamob pobox muz å sub,111
0,printer cool mean groovy wine groovying,39
0,hi harishs rent transfred ur acnt,33
0,anything lor coming,19
0,cbe really good nowadayslot shop showroomscity shaping good,59
0,ìï still attending da talks,27
0,probs hon u doinat mo,21
0,k ill take care,15
0,take didnt phone callon friday assume wont year,47
0,battery low babe,16
0,shuhui bought rons present swatch watch,39
0,yeah theres quite bit left ill swing tomorrow get,49
0,babe said hours almost internet,31
0,k ill sure get noon see whats,29
0,kkyesterday cbe,15
0,went ganesh dress shop,22
1,pdate_now double mins txts orange tariffs latest motorola sonyericsson nokia bluetooth free call mobileupd calloptoutyhl,120
0,ìï collecting ur laptop going configure da settings izzit,57
0,r home come within min,22
0,aight latest probably closer jay tyler two trips,48
0,come aftr ltdecimalgt cleaning house,36
1,ur cashbalance currently pounds maximize ur cashin send cash pmsg cc po box tcrw,80
0,bill letters iûªm expecting one orange isnûªt bill may still say orange,71
0,tell pa pain de,15
0,hi darlin hope nice night wish come cant wait see love fran ps want dirty anal sex want man gang bang,101
0,ha donût know either clever simple thing pears day perfect christmas,68
0,helloooo wake sweet morning welcomes enjoy day full joy gud mrng,64
0,alrite,6
0,must sit around wait summer days celebrate magical sight worlds dressed white oooooh let snow,93
1,urgent mobile number awarded å prize guaranteed call land line claim valid hrs,78
0,guys go see movies side,23
0,sorryin meeting ill call later,30
0,didnt tell thatnow im thinking plus hes going stop runs,55
0,kindly send one flat ltdecimalgt today,38
1,sorry u unsubscribe yet mob offer package min term weeks pls resubmit request expiry reply themob help info,107
0,nothing lor bit bored dun u go home early sleep today,53
0,time tell friend around,23
0,yes fine love safe,18
0,thanks chikku gud nyt,21
0,xy ur car u picking,19
0,thanx time weåõve spent geva bin mint ur baby want uxxxx,56
0,yo way could pick something tonight,35
0,ive sent send,13
0,fine simply sitting,19
0,thts gods gift birds humans hav natural gift frm god,52
0,coming day class,16
0,im done studyn library,22
0,ok u enjoy ur shows,19
0,anything,8
0,wuld without baby thought alone mite break donåõt wan na go crazy everyboy needs lady xxxxxxxx,94
0,wats dear sleeping ah,21
0,hi test ltgt rd,15
0,students solved cat question xam ltgt ltgt ltgt tell answer u r brilliantthingi got answr,89
0,yo know anyone ltgt otherwise able buy liquor guy flaked right dont get hold somebody loko night,96
0,yup n fren lor im meeting fren,30
0,yeah got one lined us,21
0,stop wondering wow ever going stop tming tm whenever want mine laughs,69
0,lol yep yesterday already got fireplace another icon sitting,60
0,hey ive booked pilates yoga lesson already haha,47
0,ok happen behave like,21
1,new message please call,23
0,supervisor find one lor thk students havent ask yet tell u aft ask,66
0,hello news job making wait fifth week yeah im woozles weasels exeter still home,79
0,messageno responcewhat happend,30
1,currently message awaiting collection collect message call,58
0,hey babe sorry didnt get sooner gary come fix cause thinks knows doesnt go far ptbo says cost ltgt bucks dont know might cheaper find someone dont second hand machines right let know want babe,192
0,make fucks sake x,17
0,leave u always ignorant,23
0,nope ill b going sch fri quite early lor cos mys sis got paper da morn,70
0,bruce b downs amp fletcher,26
0,said would woke,15
0,hey free call,13
0,tell whos pls,13
1,urgent mobile awarded å bonus caller prize final attempt contact u call,71
0,think might give miss teaching til twelve lecture two damn working thing,72
0,id check theres like bowls worth left,37
0,yes many sweets,15
0,would im still cozy exhausted last nightnobody went school work everything closed,81
1,u secret admirer reveal thinks u r special call opt reply reveal stop per msg recd cust care,92
0,buzzzz grins buzz ass buzz chest buzz cock keep phone vibrator feel shake,73
0,sir send group mail check,25
0,im da intro covers energy trends n pros n cons brief description nuclear fusion n oso brief history iter n jet got abt n half pages,131
0,nonenowhere ikno doesdiscountshitinnit,38
0,dont know jabo abi,18
1,ever notice youre driving anyone going slower idiot everyone driving faster maniac,82
0,yet hadya sapna aunty manege yday hogidhechinnu full weak swalpa black agidhane,79
0,good baby,9
0,neft transaction reference number ltgt rs ltdecimalgt credited beneficiary account ltgt lttimegt ltgt,101
0,mostly sports typelyk footblcrckt,33
0,head dey swell oh thanks making day,35
0,u make fb list,14
0,height confidence aeronautics professors wer calld amp wer askd sit aeroplane aftr sat wer told dat plane ws made students dey hurried plane bt didnt move saidif made students,175
0,sary need tim bollox hurt lot tol,33
0,happy new year princess,23
0,ill text carlos let know hang,29
0,dont worry easy ingredients,27
0,love u little pocy bell sorry love u,36
0,ok omw castor,13
0,yar lor keep raining non stop u wan go elsewhere,48
1,xmas offer latest motorola sonyericsson nokia free bluetooth dvd double mins txt orange call mobileupd calloptoutqf,115
0,u mean u almost done done wif sleeping tot u going take nap yup send liao im picking ard smth lor,97
0,wonders world th th ur style th ur smile th ur personality rd ur nature nd ur sms st ur lovely friendship good morning dear,123
0,tonight yeah id,15
0,eat fo lunch senor,18
0,said right giggle saw u would possibly first persondie nvq think much could,75
0,break time one come n get stuff fr ì_,37
1,reply win å weekly professional sport tiger woods play send stop end service,76
0,im see cant see maybe reboot ym seen buzz,41
0,still grinder,13
1,polyphonic tone ur mob every week txt pt st tone free get txtin tell ur friends ptone reply hl info,99
0,love isnt decision feeling could decide love life would much simpler less magical,81
1,hot live fantasies call p per min ntt ltd po box croydon cr wb national rate call,81
0,ki didt see youkwhere,21
0,im list buyers,14
0,idea guess well work hour supposed leave since usual nobody interest figuring shit last second,94
0,mm entirely sure understood text hey ho weekend,47
0,released vday shirts u put makes bottom half naked instead white underwear,74
0,knowhe watching film computer,29
0,b thursday,10
0,oh phone phoned disconnected,28
0,id onluy matters getting offcampus,34
1,message free welcome new improved sex dogging club unsubscribe service reply stop msgsp,87
0,excellent ill see rileys plans,30
0,see half hour,13
1,youve tkts euro cup final å cash collect call b pobox ppm,57
0,ew one,6
0,also hi wesley howve,20
0,ah see lingo let know wot earth finished making,47
1,loan purpose å å homeowners tenants welcome previously refused still help call free text back help,98
1,update_now mths half price orange line rental minscall mobileupd calloptoutjq,77
0,imagine life without see fast u searching medont worry lm always disturb u goodnoon,83
0,hm good morning headache anyone,31
0,yeah probs last night obviously catching speak soon,51
1,free unlimited hardcore porn direct mobile txt porn get free access hrs chrgdp per day txt stop exit msg free,109
0,might go sch yar e salon v boring,33
0,ltgt mins stop somewhere first,30
0,ltgt fast approaching wish u happy new year happy sankranti happy republic day happy valentines day happy shivratri happy ugadi happy fools day happy may day happy independence day happy friendshipmotherfatherteacherschildrens day amp happy birthday u happy ganesh festival happy dasara happy diwali happy christmas ltgt good mornings afternoons evenings nights rememberi first wishing u theseyours raj,402
0,one joys lifeis waking daywith thoughts somewheresomeone cares enough tosend warm morning greeting,98
0,didnt get second half message,29
0,wat time u wan meet later,25
0,thank much selflessness love plenty,35
0,film ill call later,19
0,dare change ring,16
0,bad girl lady,13
0,love ya try budget money better babe gary would freak knew,58
0,part dont initiate dont understand,34
0,finished lunch already u wake already,37
0,still game,10
0,got tallent wasting,19
0,record one night,16
0,also sir sent email log usc payment portal ill send another message explain things back home great weekend,106
0,gon na let know cos comes bak holiday day coming dontgettext number,67
0,jokin lar depends phone father get lor,38
0,aight lem know whats,20
0,get ready ltgt inches pleasure,30
0,rajipls favour pls convey birthday wishes nimya pls today birthday,66
0,ok feel like john lennon,24
0,cos darren say ì_ considering mah ask ì_,40
0,bothering trust answers pls,27
0,wishing family merry x mas happy new year advance,49
0,one day crab running sea shorethe waves came n cleared footprints crab crab asked frnd r u clearing beautiful footprints waves replied fox following ur footprints catch thats cleared frndsship never lets u dwn gud nyt,217
0,aight time want come,20
0,slaaaaave must summon time dont wish come anymore,49
0,bill å thats bad,16
0,let know changes next hrs even appendix age range however impossible chill let know hrs,87
0,hello yeah ive got bath need hair ill come im done yeah,55
0,hows weather,12
0,ok much though hm friday cant wait dunno wot hell im gon na another weeks become slob oh wait already done,106
0,die e toot fringe,17
0,lol dont know awesome phone could click delete right want,57
0,ok,2
0,awesome question cute answer someone asked boy ur life smiled amp answered fine gudnite,87
0,please leave topicsorry telling,31
0,pls send correct name da,24
0,happened yo date,16
1,eastenders tv quiz flower dot compare violet e tulip f lily txt e f chance win å cash wkentp,92
0,webpage available,17
0,woke yeesh late didnt fall asleep til ltgt,42
1,unsubscribed services get tons sexy babes hunks straight phone go httpgotbabescouk subscriptions,96
0,dear know ltgt th ltgt th birthday loving gopalettan planning give small gift day like participate welcome please contact admin team details,140
0,kkfrom tomorrow onwards started ah,34
0,u talking bout early morning almost noon,40
0,fine remember,13
1,hi babe jordan r u im home abroad lonely text back u wan na chat xxsp visionsmscom text stop stopcost p,103
0,ok many buy,11
0,sounds good keep posted,23
1,get brand new mobile phone agent mob plus loads goodies info text mat,69
0,ok april cant wait,18
0,boy best get yo ass quick,25
0,ay wana meet satì_ wkg sat,26
0,im wait till bus pick,21
0,apart one told yesterday,24
0,ok lor buy wat,14
0,somebody go andros steal ice,28
0,know didt msg recently,22
0,take us shopping mark distract isaiahd,38
0,mum hope great day hoping text meets well full life great day abiola,68
0,sense foot penis,16
0,okay thought expert,19
0,deep sigh miss really surprised havent gone net cafe yet get dont miss,70
0,ssi thinl role like sachinjust standing others hit,50
0,great trip india bring light everyone project everyone lucky see smile bye abiola,81
0,importantly discuss u,21
0,kkhow training process,22
0,ok lor ned go toa payoh return smth u wan send wat,50
0,da car park,11
0,wish holding tightly making see important much mean much need life,66
0,asked hows anthony dad bf,25
0,wnevr wana fal luv vth books bed fals luv vth yen madodu nav pretsorginta nammanna pretsovru important alwa gud eveb,116
0,todaysundaysunday holidayso work,32
0,going take bath ill place key window,36
1,lord ringsreturn king store nowreply lotr june chance win lotr soundtrack cds stdtxtrate reply stop end txts,108
0,dear take care reaching homelove u lot,38
0,staffsciencenusedusgphyhcmkteachingpc,37
0,emigrated something ok maybe bit hopeful,40
0,olol printed forum post guy exact prob fixed gpu replacement hopefully dont ignore,82
0,walked moms right stagwood pass right winterstone left victors hill address ltgt,80
0,yo jp hungry like mofo,22
0,creepy crazy,12
0,ok din get ur msg,17
0,tessypls favor pls convey birthday wishes nimyapls dnt forget today birthday shijas,83
0,pathaya enketa maraikara pa,27
0,even friend priest call,23
0,u lousy run already come back half dead hee,43
0,thats said bad dat e gals know u wat u,38
0,remind hrs,10
0,hoping would send message rent due dont enough reserves completely gone loan need hoping could balance ltgt way could get till mid march hope pay back,150
0,hi happy new year dont mean intrude pls let know much tuition paid last semester much semester thanks,101
0,hello hun ru way im good dates guy met walkabout far meet soon hows everyone else,81
0,lol gon na last month cashed left ltgt case collecting week cause announced blog,80
1,good luck draw takes place th feb good luck removal send stop customer services,79
0,short cute good person,22
0,havent decided yet eh,21
0,wat time liao still got,23
0,yes watching footie worried going blow phil neville,51
0,wait ì_ inside da car park,26
0,uncle abbey happy new year abiola,33
0,free call pa,12
0,r u saying order slippers cos pay returning,43
0,stop knowing well,17
0,good evening roger,18
0,small problem auctionpunj asking tiwary,39
1,free entry weekly comp chance win ipod txt pod get entry std txt rate tcs apply details,87
0,telling tell one treat hi hi hi,31
0,uncles atlanta wish guys great semester,39
1,st wk free gr tones str u wk txt nokia classic nokia tones hit polys nokiap polyp,81
0,u coming pick,13
0,thats cool liked photos sexy,28
0,would u fuckin believe didnt know thurs pre booked cancelled needs b sacked,75
0,haha better late ever way could swing,37
0,ok finish,9
1,lookatme thanks purchase video clip lookatme youve charged p think better send video mmsto,90
0,ive barred b q stores lifethis twat orange dungerees came asked wanted decking got first punch,94
0,messages food,13
0,ok going sleep hope meet,24
0,wat makes people dearer de happiness dat u feel u meet de pain u feel u miss dem,80
0,let know details fri u find cos im tom fri mentionned chinese thanks,68
0,youre right think,17
0,wat r u,7
0,ur lecture,10
1,sexy sexy cum text im wet warm ready porn u fun msg free recd msgs p inc vat cancel text stop,93
0,customer place call,19
0,planned yet going join company jan onlydon know happen,54
0,boy love u grl hogolo boy gold chain kodstini grl agalla boy necklace madstini grl agalla boy hogli mutai eerulli kodthini grl love u kano,138
0,haha heard text youre around,28
0,ill get tomorrow send,21
0,shit babe thasa bit messed upyeh,32
0,oh thats late well good night give u call tomorrow iam going go sleep night night,81
0,cheers u tex mecause u werebored yeah okden hunny r uin wk satsoundåõs likeyour havin grfun j keep updat countinlots loveme xxxxx,129
0,sorry meeting ill call later,28
0,yo howz u girls never rang india l,34
0,yeah worse,10
1,hard live chat pmin choose girl connect live call cheap chat uks biggest live service vu bcmwcnxx,97
0,tagged friends seemed count friends,35
1,heard u call rude chat private line cum wan c pics gettin shagged text pix end send stop sam xxx,96
0,ok,2
0,long time remember today,24
0,havent shopping lor juz arrive,30
0,thank u better work cause feel used otherwise,45
0,challenge know,14
0,much ur hdd casing cost,23
0,mystery solved opened email hes sent another batch isnt sweetie,63
0,cant describe lucky im actually awake noon,42
1,nd time tried contact u u å prize claim call b tcsstop sms ppm,62
0,today sorry day ever angry ever misbehaved hurt plz plz slap urself bcoz ur fault im basically good,99
0,cheers card time year already,29
1,hot live fantasies call p per min ntt ltd po box croydon cr wb k,64
0,people see msgs think iam addicted msging wrong bcoz dont know iam addicted sweet friends bslvyl,96
0,ugh hopefully asus ppl dont randomly reformat,45
0,havent seen facebook huh lol,28
0,mah b ill pick tomorrow,23
0,still otside leu come morrow maga,33
0,u still plumbers tape wrench could borrow,41
1,dear voucher holder claim weeks offer pc please go httpwwwetlpcoukreward tscs apply,83
0,vl bcum difficult,17
